Site ID,Program Code,Program Name,Address 1,Address 2,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
28Q040,29Q181,P.S. 181 Brookfield,148-15 230th Street,"SPRINGFIELD GARDENS, NY 11413",District School,22,1899-12-31T08:20:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,78%,100%,98%,100%,99%,12,57%,2016-17 School Year,6.5,4,6.4,4,2.1,2,2014-15 School Year,3.7,3,4,3,3.6,3,4.5,3,2.8,3,3.5,3,2.7,1,"December 18, 2014",3
28Q048,29Q195,P.S. 195 William Haberle,253-50 149th Avenue,"ROSEDALE, NY 11422",District School,59,1899-12-31T08:10:00.000,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,96%,99%,100%,98%,100%,49,88%,2016-17 School Year,6.3,4,6.3,4,2.5,2,2015-16 School Year,4.5,3,5.5,4,5.2,4,4.1,3,4,4,4.6,3,3.8,3,"October 01, 2016",3
28Q050,29Q251,P.S. 251 Queens,144-51 Arthur Street,"SPRINGFIELD GARDENS, NY 11413",District School,33,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,67%,100%,100%,90%,99%,15,50%,2016-17 School Year,7.0,4,6.9,4,3.7,3,2014-15 School Year,3.8,3,4.3,3,3.4,3,4.4,3,2.2,2,3.9,3,4.3,3,"March 20, 2015",3
28Q055,29Q270,The Gordon Parks School,233-15 Merrick Boulevard,"ROSEDALE, NY 11422",District School,18,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch,Please contact site for more information,,86%,100%,92%,96%,98%,8,44%,2016-17 School Year,5.8,3,5.0,3,2.6,2,2015-16 School Year,4.3,3,5.3,4,3.4,3,6.2,4,2,2,3,2,6.3,4,"May 03, 2016",2
28Q080,29Q295,P.S./I.S. 295,222-14 Jamaica Avenue,"QUEENS VILLAGE, NY 11428",District School,17,1899-12-31T08:00:00.000,Full day,false,false,Contact program directly for details,Please contact site for more information,,90%,100%,92%,93%,99%,10,59%,2016-17 School Year,6.8,4,6.8,4,2.8,2,2015-16 School Year,4.3,3,6,4,5.2,4,4.9,3,2.7,3,3.5,3,4.3,3,"May 13, 2016",3
28Q086,29Q360,P.S. 360,199-10 112th Avenue,"SAINT ALBANS, NY 11412",District School,14,N/A,Full day,false,false,Contact program directly for details,Please contact site for more information,,100%,92%,91%,96%,98%,8,62%,2016-17 School Year,6.8,4,6.6,4,5.7,4,2015-16 School Year,4.8,3,7,4,4.2,3,6.3,4,2.2,2,4.1,3,4.5,3,"May 10, 2016",4
28Q101,30Q017,P.S. 17 Henry David Thoreau,28-37 29th Street,"ASTORIA, NY 11102",District School,44,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),78%,100%,99%,96%,100%,23,55%,2016-17 School Year,6.9,4,6.7,4,3.4,3,2015-16 School Year,5.3,4,5.8,4,7,4,4.8,3,4.5,4,4.5,3,7,4,"April 01, 2017",3
28Q117,30Q069,P.S. 69 Jackson Heights,77-02 37th Avenue,"JACKSON HEIGHTS, NY 11372",District School,60,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,92%,97%,98%,93%,98%,30,50%,N/A,,,,,,,2016-17 School Year,4,3,6,4,4.8,3,4.5,3,2.2,2,3.3,2,4.3,3,"January 01, 2017",3
28Q121,30Q070,P.S. 70,30-45 42nd Street,"ASTORIA, NY 11103",District School,119,1899-12-31T08:10:00.000,Full day,true,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,74%,97%,93%,94%,95%,38,33%,2016-17 School Year,6.6,4,6.5,4,2.8,2,2015-16 School Year,4.7,3,6.3,4,7,4,4.6,3,2.8,3,4,3,4.3,3,"February 26, 2016",3
28Q140,30Q076,P.S. 76 William Hallet,36-36 10th Street,"ASTORIA, NY 11106",District School,50,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),75%,100%,100%,95%,100%,12,29%,2016-17 School Year,6.3,4,6.3,4,2.7,2,2015-16 School Year,5.1,4,6.3,4,7,4,5,4,4.8,4,4.1,3,4.3,3,"October 01, 2016",3
28Q144,30Q078,P.S./I.S. 78,48-09 Center Boulevard,"LONG ISLAND CITY, NY 11109",District School,35,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89%,88%,73%,96%,91%,8,23%,2015-16 School Year,6.9,4,6.5,4,3.5,3,2014-15 School Year,5.1,4,6,4,6.4,4,5.9,4,4,4,4.6,3,3.5,3,"March 02, 2015",3
28Q160,30Q084,P.S. 84 Steinway,22-45 41st Street,"ASTORIA, NY 11105",District School,40,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,81%,98%,100%,98%,100%,16,44%,2016-17 School Year,6.9,4,6.8,4,3.7,3,2015-16 School Year,4.2,3,4.8,3,6.6,4,4.3,3,2.3,3,3.8,3,4,3,"February 26, 2016",3
28Q161,30Q085,P.S. 85 Judge Charles Vallone,23-70 31st Street,"ASTORIA, NY 11105",District School,49,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,84%,100%,97%,96%,96%,16,36%,2016-17 School Year,6.4,4,6.1,4,2.6,2,2015-16 School Year,5.8,4,6.3,4,7,4,6.7,4,5,4,4.4,3,5.8,4,"May 01, 2017",3
28Q174,30Q092,P.S. 92 Harry T. Stewart Sr.,99-01 34th Avenue,"CORONA, NY 11368",District School,80,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,86%,99%,94%,91%,98%,38,52%,2015-16 School Year,6.4,4,6.4,4,2.5,2,2014-15 School Year,4.4,3,5,4,5.2,4,4.5,3,2.6,3,4.5,3,4.5,3,"November 01, 2016",3
28Q175,30Q111,P.S. 111 Jacob Blackwell,37-15 13th Street,"LONG ISLAND CITY, NY 11101",District School,20,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,76%,85%,78%,88%,77%,7,37%,2016-17 School Year,5.5,3,5.3,3,2.2,2,2014-15 School Year,5.6,4,6.3,4,6.4,4,5.7,4,4.3,4,5.3,4,7,4,"April 01, 2017",3
28Q196,30Q112,P.S. 112 Dutch Kills,25-05 37th Avenue,"LONG ISLAND CITY, NY 11101",District School,63,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93%,100%,99%,95%,99%,40,69%,2016-17 School Year,6.8,4,6.7,4,3.3,3,2016-17 School Year,5.3,4,6.8,4,5.6,4,6.1,4,3.3,3,5.1,4,5,4,"January 07, 2015",4
28Q206,30Q122,P.S. 122 Mamie Fay,21-21 Ditmars Boulevard,"ASTORIA, NY 11105",District School,36,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85%,100%,100%,99%,100%,15,45%,N/A,,,,,,,2016-17 School Year,4.8,3,6.3,4,5.8,4,5.1,4,2.8,3,5,4,4.3,3,"February 26, 2015",4
28Q220,30Q127,P.S. 127 Aerospace Science Magnet,98-01 25th Avenue,"EAST ELMHURST, NY 11369",District School,39,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Please contact site for more information,,76%,100%,96%,96%,95%,6,15%,2016-17 School Year,6.7,4,6.7,4,2.5,2,2014-15 School Year,4.8,3,6,4,6.4,4,5,4,3.8,4,4.1,3,3.7,3,"January 21, 2016",3
28Q303,30Q148,P.S. 148 Queens,89-02 32nd Avenue,"EAST ELMHURST, NY 11369",District School,80,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,56%,97%,100%,94%,96%,31,41%,2014-15 School Year,5.8,3,5.5,3,3.3,3,2016-17 School Year,4.7,3,6.3,4,5.6,4,5.7,4,2.8,3,3.3,2,5,4,"May 01, 2017",3
Z018,30Q150,P.S. 150 Queens,40-01 43rd Avenue,"SUNNYSIDE, NY 11104",District School,49,1899-12-31T08:15:00.000,Full day,false,false,Contact program directly for details,Please contact site for more information,,82%,61%,48%,91%,69%,16,34%,2015-16 School Year,6.7,4,6.6,4,3.3,3,2014-15 School Year,4.4,3,5.3,4,6.8,4,4.6,3,2.8,3,3.8,3,3.3,2,"December 01, 2016",3
Z019,30Q151,P.S. 151 Mary D. Carter,50-05 31st Avenue,"WOODSIDE, NY 11377",District School,43,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),93%,100%,100%,96%,98%,16,38%,2016-17 School Year,6.7,4,6.6,4,3,2,2014-15 School Year,3.4,3,3.3,2,2.4,1,5,4,2.3,3,3,2,3,2,"October 01, 2016",3
Z024,30Q152,P.S. 152 Gwendoline N. Alleyne School,33-52 62nd Street,"WOODSIDE, NY 11377",District School,36,1899-12-31T08:05:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82%,,,,,4,12%,2015-16 School Year,6.7,4,6.8,4,3.3,3,2014-15 School Year,3.9,3,4.8,3,5.2,4,4.3,3,2.6,3,3.5,3,3,2,"April 13, 2015",4
28Q349,30Q166,P.S. 166 Henry Gradstein,33-09 35th Avenue,"ASTORIA, NY 11106",District School,35,1899-12-31T08:05:00.000,Full day,true,true,Breakfast/Lunch,Outdoor (onsite) playspace,,90%,96%,100%,95%,91%,9,26%,N/A,,,,,,,2016-17 School Year,4.3,3,5.5,4,5,4,5.2,4,2.3,3,3.8,3,4.3,3,"January 23, 2015",4
28Q354,30Q171,P.S. 171 Peter G. Van Alst,14-14 29th Avenue,"ASTORIA, NY 11102",District School,40,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,92%,92%,94%,92%,12,32%,2016-17 School Year,6.4,4,6.5,4,3.1,2,2015-16 School Year,4.6,3,5,4,6.6,4,4.3,3,3,3,3.9,3,6.3,4,"February 04, 2015",4
29Q015,30Q212,P.S. 212,34-25 82nd Street,"JACKSON HEIGHTS, NY 11372",District School,20,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Please contact site for more information,,95%,,,,,4,21%,2016-17 School Year,6.6,4,6.3,4,2.6,2,2015-16 School Year,4.6,3,6,4,6,4,5.6,4,2.2,2,4.1,3,2.7,1,"January 08, 2016",4
RAFJ,28QBJK,YC Child & Family Center,94-12 160th Street,"JAMAICA, NY 11451",NYCEEC,14,1899-12-31T09:00:00.000,Full day,true,false,Breakfast/Lunch,Please contact site for more information,,,,,,,,,N/A,,,,,,,2016-17 School Year,3.9,3,4.8,3,4.8,3,4.1,3,2.8,3,4.1,3,1.7,1,N/A,
29Q034,30Q222,P.S. 222 - Fire Fighter Christopher A. Santora School,86-15 37th Avenue,"JACKSON HEIGHTS, NY 11372",District School,40,1899-12-31T08:10:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,Dual Language (Spanish),85%,99%,94%,96%,99%,24,60%,2015-16 School Year,6.6,4,6.8,4,3.7,3,2014-15 School Year,4.8,3,6.3,4,6,4,5.5,4,2.4,3,4.9,3,3,2,"December 04, 2014",4
29Q035,30Q228,P.S. 228 Early Childhood Magnet School of the Arts,32-63 93rd Street,"EAST ELMHURST, NY 11369",District School,33,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Please contact site for more information,Dual Language (Spanish),87%,100%,100%,95%,100%,17,49%,N/A,,,,,,,2016-17 School Year,4.1,3,5.3,4,4.8,3,4.9,3,3,3,3.4,3,3.3,2,"April 01, 2017",4
29Q037,30Q234,P.S. 234,30-15 29th Street,"ASTORIA, NY 11102",District School,35,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82%,94%,89%,93%,99%,11,31%,2016-17 School Year,6.8,4,6.6,4,3.1,2,2015-16 School Year,5.6,4,5.3,4,7,4,6.9,4,4.5,4,4.8,3,3.7,3,"October 29, 2015",4
29Q052,30Q361,The Woodside Community School,39-07 57th Street,"WOODSIDE, NY 11377",District School,51,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,97%,93%,91%,95%,92%,33,69%,2016-17 School Year,7.0,4,6.9,4,2.3,2,2015-16 School Year,5.5,4,5.3,4,7,4,4.6,3,5.7,4,5.1,4,6.8,4,"May 10, 2016",3
29Q116,31R001,P.S. 1 Tottenville,58 Summit Street,"Staten Island, NY 10307",District School,36,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85%,94%,93%,91%,86%,19,54%,2015-16 School Year,6.9,4,6.3,4,2.6,2,2014-15 School Year,4.6,3,5.5,4,6.4,4,4.9,3,3,3,3.6,3,4.5,3,"November 06, 2014",4
29Q118,31R003,P.S. 3 The Margaret Gioiosa School,80 South Goff Avenue,"Staten Island, NY 10309",District School,36,1899-12-31T08:15:00.000,Full day,true,true,Breakfast/Lunch,Outdoor (onsite) playspace,,95%,100%,99%,98%,99%,23,66%,2016-17 School Year,6.2,4,5.6,3,2.9,2,2014-15 School Year,4.3,3,4.8,3,6.4,4,4.3,3,2.5,3,4.1,3,4.5,3,"November 01, 2016",3
29Q132,31R004,P.S. 4 Maurice Wollin,200 Nedra Lane,"Staten Island, NY 10312",District School,66,1899-12-31T08:15:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,74%,93%,92%,95%,97%,42,68%,N/A,,,,,,,2016-17 School Year,3.4,3,5,4,3.6,3,3.7,3,1.7,2,3,2,3.8,3,"February 01, 2017",3
29Q134,31R006,P.S. 6 Corporal Allan F. Kivlehan School,555 Page Avenue,"Staten Island, NY 10307",District School,35,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,95%,,,,,4,12%,2016-17 School Year,6.6,4,6.2,4,3.1,2,2015-16 School Year,5.1,4,6,4,5.4,4,5.3,4,2,2,5.9,4,6,4,"May 12, 2016",4
29Q135,31R008,P.S. 8 Shirlee Solomon,112 Lindenwood Road,"Staten Island, NY 10308",District School,18,1899-12-31T09:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,99%,100%,100%,99%,94%,9,50%,N/A,,,,,,,2016-17 School Year,3.4,3,5.3,4,5,4,3.8,3,1.8,2,2.8,1,2.5,1,"May 01, 2017",3
29Q136,31R009,Naples Street Elementary School,1055 Targee Street,"Staten Island, NY 10304",District School,36,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,97%,94%,96%,97%,96%,19,53%,2015-16 School Year,5.8,3,6.2,4,1.9,1,2016-17 School Year,4,3,5.3,4,3.6,3,5,4,2,2,3.9,3,4,3,"October 27, 2014",4
29Q138,31R011,P.S. 11 Thomas Dongan School,50 Jefferson Street,"Staten Island, NY 10304",District School,26,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,82%,100%,92%,95%,100%,14,52%,2015-16 School Year,6.6,4,6.3,4,2.3,2,2014-15 School Year,3.9,3,4.5,3,5.4,4,4.2,3,1.7,2,3.8,3,4.3,3,"May 19, 2015",4
29Q147,31R013,P.S. 13 M. L. Lindemeyer,191 Vermont Avenue,"Staten Island, NY 10305",District School,18,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,93%,,,,,0,0%,2015-16 School Year,6.6,4,6.7,4,1.8,1,2014-15 School Year,4.7,3,5,4,6.4,4,5.5,4,2,2,4.3,3,4.5,3,"December 10, 2015",4
29Q156,31R016,P.S. 16 John J. Driscoll,80 Monroe Avenue,"Staten Island, NY 10301",District School,52,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),95%,99%,98%,96%,97%,32,68%,N/A,,,,,,,2016-17 School Year,4.7,3,7,4,5,4,5.1,4,1.8,2,4.6,3,5.5,4,"January 01, 2017",4
29Q176,31R018,P.S. 18 John G. Whittier,221 Broadway,"Staten Island, NY 10310",District School,36,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,75%,97%,91%,95%,96%,12,34%,2016-17 School Year,6.5,4,6.5,4,3,2,2015-16 School Year,3.3,2,3.8,3,4.8,3,3.4,3,1.8,2,3.3,2,3.3,2,"October 01, 2016",3
29Q181,31R019,P.S. 19 The Curtis School,780 Post Avenue,"Staten Island, NY 10310",District School,35,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,Dual Language (Spanish),85%,98%,100%,94%,100%,20,59%,2016-17 School Year,6.1,4,5.8,3,1.9,1,2015-16 School Year,4.9,3,5.5,4,5.4,4,5.6,4,2.3,3,4.4,3,6.8,4,"May 15, 2015",4
29Q195,31R022,P.S. 22 Graniteville,1860 Forest Avenue,"Staten Island, NY 10303",District School,18,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,Dual Language (Spanish),90%,,,,,3,17%,2016-17 School Year,7.0,4,6.7,4,3.6,3,2015-16 School Year,3.8,3,5.5,4,4.4,3,4.4,3,1.5,2,3.1,2,4.5,3,"October 01, 2016",4
29Q251,31R023,P.S. 23 Richmondtown,30 Natick Street,"Staten Island, NY 10306",District School,36,1899-12-31T08:00:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,,98%,95%,90%,97%,97%,13,38%,N/A,,,,,,,2016-17 School Year,4,3,6.3,4,4.8,3,4.9,3,1.8,2,2.5,1,5.3,4,"December 03, 2014",4
29Q270,31R026,P.S. 26 The Carteret School,4108 Victory Boulevard,"Staten Island, NY 10314",District School,18,1899-12-31T08:15:00.000,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,96%,100%,100%,98%,100%,8,47%,N/A,,,,,,,2016-17 School Year,3.8,3,6.3,4,5.2,4,4.3,3,1.8,2,3.4,3,2.3,1,"November 24, 2014",4
29Q295,31R029,P.S. 29 Bardwell,1581 Victory Boulevard,"Staten Island, NY 10314",District School,16,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,98%,97%,100%,98%,99%,10,63%,2016-17 School Year,6.6,4,6.0,4,2.4,2,2015-16 School Year,3.6,3,4.5,3,5.4,4,3.5,3,1,1,3.3,2,5.5,4,"January 21, 2016",3
29Q360,31R030,P.S. 30 Westerleigh,200 Wardwell Avenue,"Staten Island, NY 10314",District School,18,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,99%,100%,100%,98%,100%,6,33%,2014-15 School Year,6.2,4,5.9,3,3.7,3,2015-16 School Year,4.6,3,5.5,4,4.4,3,5.9,4,2,2,3.6,3,6.5,4,"January 07, 2016",3
Z017,31R031,P.S. 31 William T. Davis,55 Layton Avenue,"Staten Island, NY 10301",District School,29,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,86%,100%,100%,94%,100%,8,32%,2014-15 School Year,4.9,2,4.9,2,3.4,3,2016-17 School Year,4,3,6.3,4,6.2,4,4,3,2,2,3.3,2,3.3,2,"February 01, 2017",2
Z020,31R032,P.S. 32 The Gifford School,32 Elverton Avenue,"Staten Island, NY 10308",District School,54,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,84%,95%,91%,95%,91%,24,45%,2016-17 School Year,6.5,4,5.9,3,2.4,2,2015-16 School Year,4.9,3,5.5,4,4.8,3,5,4,2.8,3,5.1,4,6.8,4,"February 11, 2016",3
30Q017,31R036,P.S. 36 J. C. Drumgoole,255 Ionia Avenue,"Staten Island, NY 10312",District School,86,1899-12-31T08:20:00.000,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,74%,94%,84%,96%,94%,34,43%,2016-17 School Year,6.8,4,6.3,4,3.7,3,2014-15 School Year,4.7,3,5.5,4,7,4,4.3,3,3,3,4.8,3,4.3,3,"May 24, 2016",3
30Q069,31R038,P.S. 38 George Cromwell,421 Lincoln Avenue,"Staten Island, NY 10306",District School,30,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,96%,99%,89%,91%,92%,23,77%,N/A,,,,,,,2016-17 School Year,3.9,3,6,4,5.4,4,4.6,3,1.8,2,3.5,3,2.3,1,"March 31, 2015",3
30Q076,31R041,The Stephanie A. Vierno School,216 Clawson Street,"Staten Island, NY 10306",District School,36,1899-12-31T08:15:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,77%,94%,100%,99%,100%,13,38%,N/A,,,,,,,2016-17 School Year,4.5,3,5.8,4,6,4,5.9,4,1.8,2,3.6,3,4,3,"May 13, 2015",4
30Q078,31R042,P.S. 42 Eltingville,380 Genesee Avenue,"Staten Island, NY 10312",District School,54,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91%,96%,100%,100%,98%,18,33%,2014-15 School Year,6.3,4,6.6,4,5.3,4,2015-16 School Year,4.9,3,6,4,5.4,4,5.5,4,3.5,3,3.6,3,6.5,4,"March 30, 2016",3
30Q084,31R044,P.S. 44 Thomas C. Brown,80 Maple Parkway,"Staten Island, NY 10303",District School,70,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),61%,97%,98%,93%,96%,23,35%,2015-16 School Year,6.3,4,6.5,4,1.9,1,2014-15 School Year,3.7,3,4.5,3,5.4,4,3.8,3,1.8,2,3.4,3,3.7,3,"March 01, 2017",2
30Q085,31R045,P.S. 45 John Tyler,58 Lawrence Avenue,"Staten Island, NY 10310",District School,33,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,92%,100%,100%,100%,100%,14,44%,2016-17 School Year,7.0,4,6.5,4,3.1,2,2014-15 School Year,4.6,3,4.8,3,5.4,4,5.5,4,2.7,3,4.8,3,3.7,3,"April 19, 2016",4
30Q092,31R046,P.S. 46 Albert V. Maniscalco,41 Reid Avenue,"Staten Island, NY 10305",District School,18,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,92%,93%,100%,98%,100%,5,29%,N/A,,,,,,,2016-17 School Year,3.6,3,6,4,4,3,3.6,3,1.5,2,3.6,3,3.7,3,"March 12, 2015",4
30Q111,31R048,P.S. 48 William G. Wilcox,1050 Targee Street,"Staten Island, NY 10304",District School,18,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,95%,94%,89%,96%,90%,6,35%,2015-16 School Year,5.5,3,5.8,3,2.3,2,2016-17 School Year,4.2,3,6,4,6.4,4,4.6,3,3,3,3,2,3,2,"December 02, 2014",4
30Q112,31R050,P.S. 50 Frank Hankinson,200 Adelaide Avenue,"Staten Island, NY 10306",District School,36,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,94%,94%,92%,95%,91%,17,49%,N/A,,,,,,,2016-17 School Year,5.5,4,5.8,4,6.6,4,6.2,4,4.3,4,4.5,3,6.3,4,"December 03, 2014",3
30Q122,31R052,P.S. 52 John C. Thompson,450 Buel Avenue,"Staten Island, NY 10305",District School,53,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,96%,96%,93%,95%,92%,29,57%,2014-15 School Year,5.7,3,6.3,4,3.3,3,2015-16 School Year,4.4,3,6.3,4,5.6,4,4.6,3,3,3,4.3,3,2.7,1,"January 15, 2015",3
30Q127,31R053,P.S. 53 - The Barbara Esselborn School,330 Durant Avenue,"Staten Island, NY 10308",District School,85,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,95%,96%,97%,96%,99%,48,60%,2014-15 School Year,6.3,4,6.4,4,3.3,3,2015-16 School Year,3.7,3,5.8,4,6.2,4,2.6,1,2.3,3,3.5,3,3.5,3,"January 07, 2015",4
30Q148,31R054,P.S. 54 Charles W. Leng,1060 Willowbrook Road,"Staten Island, NY 10314",District School,65,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91%,97%,97%,96%,96%,31,49%,N/A,,,,,,,2016-17 School Year,3.6,3,4.8,3,5.2,4,3.7,3,2.5,3,2.8,1,3.3,2,"January 07, 2015",4
30Q150,31R055,P.S. 55 Henry M. Boehm,54 Osborne Street,"Staten Island, NY 10312",District School,36,1899-12-31T08:00:00.000,Full day,false,false,Contact program directly for details,Please contact site for more information,,91%,97%,100%,97%,98%,12,34%,2016-17 School Year,6.2,4,5.0,3,1.4,1,2015-16 School Year,3.6,3,4.5,3,4.6,3,3.8,3,1.5,2,3.4,3,4.5,3,"January 28, 2016",4
30Q151,31R056,P.S. 56 The Louis Desario School,250 Kramer Avenue,"Staten Island, NY 10309",District School,63,1899-12-31T08:10:00.000,Full day,true,false,Breakfast/Lunch,Outdoor (onsite) playspace,,91%,99%,96%,92%,95%,33,55%,N/A,,,,,,,2016-17 School Year,3.8,3,5.3,4,4.4,3,4.3,3,2,2,4.1,3,2.3,1,"October 01, 2016",3
30Q152,31R057,P.S. 57 Hubert H. Humphrey,140 Palma Drive,"Staten Island, NY 10304",District School,67,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,83%,96%,99%,94%,96%,19,32%,2016-17 School Year,6.3,4,6.2,4,3.8,3,2015-16 School Year,3.8,3,4.8,3,3.8,3,4.3,3,2,2,3.5,3,4.7,3,"March 01, 2016",3
30Q166,31R058,Space Shuttle Columbia School,77 Marsh Avenue,"Staten Island, NY 10314",District School,36,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Please contact site for more information,,93%,91%,88%,92%,93%,27,75%,N/A,,,,,,,2016-17 School Year,4.2,3,6,4,6.6,4,4.1,3,2.5,3,3.4,3,4,3,"March 06, 2015",3
