SiteID,Program Code,Name,Site_Address 1,City_State_Zip,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-off Available,LATE Pick-Up Available,Meals,Playspace,DualLanguage,Collaborative Teachers - Survey Percent Positive,Site_Supportive_Environment -Survey Percent Positive,Site_Effective_Leadership - Survey Percent Positive,Site Strong Family Ties - Survey Percent Positive,Site Trust - Survey Percent Positive,Survey - # of Guardian Responses,Survey -Guardian Response Rate,CLASS Most Recent AssessmentYear,CLASS_Emotional Support Score,CLASS_Emotional Support Rating,CLASS_Classroom Organization Score,CLASS Classrooom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent AssessmentYear,ECERS Oberservation Average Score,ECERS Observation Average Score,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space/Furnishings Score,ECERS Space/Furnishings Rating,ECERS Program Structure Score,Ecers Program Structure Rating,Quality Review - Dates_of_Review,Quality Review - How well do teachers work with each other
24Q068,24Q068,P.S. 068 Cambridge,59-09 SAINT FELIX AVENUE,"RIDGEWOOD, NY 11385",District School,41,12/31/1899 08:05:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (offsite) playspace,,88,0.98,0.95,0.92,0.97,24,75,2017-18 School Year,6.8,4,6.9,4,2.9,2,2016-17 School Year,5.5,4,7,4,7,4,5.6,4,3.7,3,5.4,4,4.5,3,11/01/2016 12:00:00 AM,3
24Q071,24Q071,P.S. 71 Forest,62-85 FOREST AVENUE,"RIDGEWOOD, NY 11385",District School,56,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,78,0.99,0.99,0.93,0.98,39,87,2016-17 School Year,6.6,4,6.4,4,2.6,2,2015-16 School Year,5,4,6,4,6.6,4,5.5,4,2.3,3,4.3,3,5.8,4,,
24Q081,24Q081,P.S. 81 Jean Paul Richter,559 CYPRESS AVENUE,"RIDGEWOOD, NY 11385",District School,51,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Contact program directly for details,Please contact site for more information,,88,1,1,0.93,1,13,42,2017-18 School Year,6.8,4,6.9,4,3.7,3,2015-16 School Year,4.7,3,5.8,4,6.2,4,4.4,3,4.5,4,3.8,3,5,4,,
24Q087,24Q087,P.S./I.S. 087 Middle Village,67-54 80 Street,"MIDDLE VILLAGE, NY 11379",District School,46,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,95,0.85,0.91,0.98,0.98,11,37,2017-18 School Year,6.8,4,6.7,4,3.7,3,2016-17 School Year,4.5,3,5.3,4,4.8,3,6,4,1.8,2,4,3,4.3,3,11/20/2015 12:00:00 AM,4
24Q088,24Q088,P.S. 088 Seneca,60-85 CATALPA AVENUE,"RIDGEWOOD, NY 11385",District School,31,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor,,76,0.97,0.87,0.95,0.95,14,93,2017-18 School Year,7,4,6.9,4,2.9,2,2017-18 School Year,4.7,3,6.3,4,6.4,4,5,4,4,4,3.4,3,4.3,3,02/01/2018 12:00:00 AM,3
24Q102,24Q102,P.S. 102 Bayview,55-24 Van Horn Street,"ELMHURST, NY 11373",District School,40,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Please contact site for more information,,81,0.94,0.93,0.96,1,9,60,2016-17 School Year,6.9,4,6.6,4,3.4,3,2015-16 School Year,5.3,4,6.8,4,6.8,4,5.4,4,3,3,5.5,4,5,4,,
24Q153,24Q153,P.S. 153 Maspeth Elem,60-02 60 Lane,"MASPETH, NY 11378",District School,53,12/31/1899 08:20:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,92,1,0.98,0.91,0.98,25,74,2017-18 School Year,6.6,4,6.4,4,2.5,2,2017-18 School Year,3.5,3,4.3,3,3.8,3,3.8,3,2,2,3.8,3,3.7,3,11/20/2015 12:00:00 AM,3
24Q199,24Q199,P.S. 199 Maurice A. Fitzgerald,39-20 48 Avenue,"SUNNYSIDE, NY 11104",District School,72,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,Contact program directly for details,Please contact site for more information,,82,0.96,0.97,0.93,0.96,34,69,2016-17 School Year,6.5,4,6.4,4,2.6,2,2015-16 School Year,5.2,4,5.3,4,7,4,5.9,4,3.2,3,4,3,7,4,,
24Q229,24Q229,P.S. 229 Emanuel Kaplan,67-25 51 Road,"WOODSIDE, NY 11377",District School,35,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,89,0.91,1,0.93,1,11,61,2017-18 School Year,6.4,4,6.3,4,2.6,2,2016-17 School Year,4.1,3,5.5,4,5.6,4,4.2,3,1.8,2,4.4,3,3.5,3,12/18/2015 12:00:00 AM,4
24Q239,24Q239,P.S. 239,17-15 WEIRFIELD STREET,"RIDGEWOOD, NY 11385",District School,36,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Outdoor (onsite) playspace,,94,0.96,0.96,0.86,0.94,14,58,2017-18 School Year,6.5,4,6.7,4,2.9,2,2016-17 School Year,3.8,3,4.5,3,3.6,3,4.4,3,2.2,2,4.1,3,4,3,03/01/2018 12:00:00 AM,2
24Q290,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,55-20 METROPOLITAN AVENUE,"RIDGEWOOD, NY 11385",District School,36,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,88,1,1,0.93,1,12,57,2015-16 School Year,6.8,4,6.6,4,3.5,3,2017-18 School Year,5.6,4,6.8,4,6.4,4,5.7,4,4.3,4,6,4,4,3,01/01/2018 12:00:00 AM,3
24Q305,24Q305,Learners and Leaders,378 SENECA AVENUE,"RIDGEWOOD, NY 11385",District School,33,12/31/1899 08:10:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,85,1,0.92,0.94,0.89,18,69,2016-17 School Year,6.4,4,6.2,4,2.1,2,2015-16 School Year,4.9,3,6,4,5.4,4,6.4,4,1.7,2,4.4,3,6,4,,
24Q343,24Q343,The Children's Lab School,45-45 42 STREET,"SUNNYSIDE, NY 11104",District School,36,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,95,1,0.96,0.94,0.98,15,65,2017-18 School Year,6.9,4,6.9,4,2.7,2,2017-18 School Year,5.2,4,6.3,4,6.4,4,6,4,4.2,4,4.8,3,2.7,1,,
25Q020,25Q020,P.S. 020 John Bowne,142-30 BARCLAY AVENUE,"FLUSHING, NY 11355",District School,101,12/31/1899 08:10:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,86,0.96,0.99,0.93,0.99,54,83,2017-18 School Year,6.8,4,6.6,4,2.4,2,2017-18 School Year,4,3,4,3,4.2,3,4.9,3,2.5,3,4.1,3,3.5,3,,
25Q022,25Q022,P.S. 022 Thomas Jefferson,153-33 SANFORD AVENUE,"FLUSHING, NY 11355",District School,36,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,95,1,1,0.98,1,5,63,2017-18 School Year,7,4,6.5,4,4.3,3,2015-16 School Year,3.7,3,4.5,3,4.8,3,4.3,3,1,1,3.4,3,5,4,,
25Q029,25Q029,P.S. 029 Queens,125-10 23 Avenue,"COLLEGE POINT, NY 11356",District School,36,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (offsite) playspace,,79,1,1,0.97,1,13,54,2017-18 School Year,6.8,4,6.3,4,3.9,3,2016-17 School Year,4.2,3,5.5,4,6.4,4,4.4,3,3.2,3,3.6,3,1.7,1,,
25Q032,25Q032,P.S. 032 State Street,171-11 35 Avenue,"FLUSHING, NY 11358",District School,33,12/31/1899 08:00:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,96,1,1,0.96,1,9,100,2016-17 School Year,6.3,4,6.2,4,2.4,2,2015-16 School Year,3.5,3,5.8,4,4.6,3,3.2,2,1.5,2,2.6,1,5,4,,
25Q079,25Q079,P.S. 079 Francis Lewis,147-27 15 Drive,"WHITESTONE, NY 11357",District School,36,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Contact program directly for details,Please contact site for more information,,92,1,0.95,0.99,1,17,61,2017-18 School Year,6.7,4,6.7,4,4.2,3,2016-17 School Year,4.4,3,6.3,4,6.6,4,4.7,3,3.2,3,4.1,3,1.5,1,11/01/2016 12:00:00 AM,3
25Q107,25Q107,P.S. 107 Thomas A Dooley,167-02 45 Avenue,"FLUSHING, NY 11358",District School,72,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,82,1,1,0.94,0.98,27,66,2016-17 School Year,6.7,4,6.6,4,3.5,3,2017-18 School Year,4.1,3,5.5,4,3.4,3,4.9,3,2.5,3,3.9,3,4.7,3,01/01/2017 12:00:00 AM,2
25Q120,25Q120,P.S. 120 Queens,58-01 136 Street,"FLUSHING, NY 11355",District School,54,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85,1,1,0.96,1,26,100,2016-17 School Year,5.8,3,4.8,2,2.2,2,2017-18 School Year,4,3,5.3,4,5,4,4.1,3,3,3,3.3,2,4.5,3,01/01/2017 12:00:00 AM,3
25Q130,25Q130,P.S. 130,200-01 42 Avenue,"BAYSIDE, NY 11361",District School,35,12/31/1899 08:20:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,93,1,1,0.97,1,19,100,2016-17 School Year,6.4,4,6.2,4,3.4,3,2015-16 School Year,3.4,3,4.3,3,4.6,3,3.9,3,1.3,1,3,2,3.3,2,,
25Q154,25Q154,P.S. 154 Queens,75-02 162 Street,"FRESH MEADOWS, NY 11366",District School,36,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,91,0.89,0.97,0.93,0.98,9,47,2015-16 School Year,6.3,4,6.4,4,2.1,2,2017-18 School Year,3.6,3,4,3,4.2,3,4.4,3,2,2,3.1,2,4,3,,
25Q163,25Q163,P.S. 163 Flushing Heights,159-01 59 Avenue,"FRESH MEADOWS, NY 11365",District School,70,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,79,0.99,0.96,0.9,0.95,39,91,2016-17 School Year,5.9,3,6.1,4,2.3,2,2017-18 School Year,3.7,3,4.8,3,4.4,3,4.6,3,2,2,3.3,2,2.7,1,10/01/2017 12:00:00 AM,3
25Q164,25Q164,P.S. 164 Queens Valley,138-01 77 Avenue,"FLUSHING, NY 11367",District School,33,12/31/1899 08:10:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,85,0.96,0.99,0.99,0.99,19,100,2015-16 School Year,6.9,4,6.9,4,2.6,2,2017-18 School Year,4.9,3,5.5,4,5.2,4,6,4,2,2,5,4,5.3,4,02/01/2017 12:00:00 AM,3
26Q159,26Q159,P.S. 159,205-01 33 Avenue,"BAYSIDE, NY 11361",District School,44,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,91,1,0.96,0.95,0.96,20,77,2016-17 School Year,6.9,4,6.9,4,2.5,2,2015-16 School Year,4.5,3,5.5,4,5.4,4,4.3,3,2.5,3,4.5,3,6.7,4,,
25Q165,25Q165,P.S. 165 Edith K. Bergtraum,70-35 150 Street,"FLUSHING, NY 11367",District School,43,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,88,1,1,0.97,1,11,50,2016-17 School Year,6,4,5.7,3,2.8,2,2015-16 School Year,5,4,6.3,4,6,4,6,4,1.3,1,4.9,3,6.3,4,10/01/2017 12:00:00 AM,4
25Q184,25Q184,P.S. 184 Flushing Manor,163-15 21 Road,"WHITESTONE, NY 11357",District School,31,12/31/1899 08:10:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,98,1,1,0.97,1,16,80,2017-18 School Year,7,4,6.6,4,4.6,3,2015-16 School Year,4.4,3,5.8,4,5.8,4,5.6,4,1.2,1,3.6,3,5,4,,
25Q193,25Q193,P.S. 193 Alfred J. Kennedy,152-20 11 Avenue,"WHITESTONE, NY 11357",District School,55,12/31/1899 08:20:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93,0.99,0.96,0.97,0.97,31,74,2016-17 School Year,6.6,4,6.3,4,2.9,2,2015-16 School Year,4.1,3,5,4,4.8,3,4,3,2.3,3,4.8,3,4.3,3,11/19/2015 12:00:00 AM,3
25Q200,25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,70-10 164 Street,"FRESH MEADOWS, NY 11365",District School,45,12/31/1899 08:05:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,85,0.9,0.95,0.93,0.96,25,76,2016-17 School Year,6.2,4,6.1,4,2.6,2,2017-18 School Year,3.9,3,4.8,3,4.2,3,4.4,3,1.8,2,3.8,3,4.7,3,11/24/2015 12:00:00 AM,4
25Q201,25Q201,P.S. 201 The Discovery School for Inquiry and Research,65-11 155 Street,"FLUSHING, NY 11367",District School,47,12/31/1899 07:40:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,85,0.98,0.97,0.96,1,25,96,2017-18 School Year,6.8,4,6.8,4,4.4,3,2016-17 School Year,3.5,3,5.3,4,4.2,3,3.7,3,1.7,2,4.3,3,1.5,1,12/08/2015 12:00:00 AM,4
25Q209,25Q209,P.S. 209 Clearview Gardens,16-10 UTOPIA PARKWAY,"WHITESTONE, NY 11357",District School,18,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,93,1,1,0.98,1,9,100,2015-16 School Year,6.8,4,6.5,4,2,2,2017-18 School Year,4.1,3,6,4,4.4,3,5.3,4,2.7,3,3.3,2,2.7,1,,
25Q214,25Q214,P.S. 214 Cadwallader Colden,31-15 140 Street,"FLUSHING, NY 11354",District School,34,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,83,1,0.96,0.92,0.97,15,75,2017-18 School Year,6.7,4,6.1,4,3.3,3,2016-17 School Year,4.2,3,4.8,3,5.8,4,4.8,3,2,2,3.9,3,4,3,10/01/2017 12:00:00 AM,3
25Q219,25Q219,P.S. 219 Paul Klapper,144-39 GRAVETT ROAD,"FLUSHING, NY 11367",District School,37,12/31/1899 08:15:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,55,1,1,0.9,0.96,9,35,2017-18 School Year,6.5,4,6.4,4,3.6,3,2016-17 School Year,3.9,3,5.3,4,5.8,4,4.3,3,2.3,3,3.5,3,1.7,1,01/01/2018 12:00:00 AM,3
25Q244,25Q244,The Active Learning Elementary School,137-20 FRANKLIN AVENUE,"FLUSHING, NY 11355",District School,36,12/31/1899 08:20:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93,1,1,0.99,0.98,12,100,2017-18 School Year,6.7,4,6.8,4,2.3,2,2016-17 School Year,4.7,3,5.5,4,5.6,4,5.6,4,2.3,3,4,3,6,4,,
25Q499,25Q499,"The Queens College School for Math, Science and Technology",148-20 REEVES AVENUE,"FLUSHING, NY 11367",District School,18,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,87,1,1,0.95,1,8,67,2016-17 School Year,5.6,3,5.4,3,2.4,2,2015-16 School Year,4.3,3,5.3,4,5.6,4,4.2,3,2.7,3,4.8,3,3.3,2,,
26Q018,26Q018,P.S. 18 Winchester,86-35 235 Court,"QUEENS VILLAGE, NY 11427",District School,18,12/31/1899 08:10:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,97,0.8,0.8,0.85,0.8,5,71,2016-17 School Year,6.8,4,6.9,4,3.3,3,2015-16 School Year,4.1,3,4.3,3,4.4,3,4,3,2.8,3,4.9,3,3.7,3,01/20/2016 12:00:00 AM,4
26Q026,26Q026,P.S. 026 Rufus King,195-02 69 Avenue,"FRESH MEADOWS, NY 11365",District School,30,12/31/1899 08:20:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,89,1,0.98,0.95,1,6,100,2016-17 School Year,6.2,4,6.5,4,2.5,2,2015-16 School Year,3.9,3,4.8,3,5.6,4,4.2,3,1.2,1,3.9,3,4.3,3,02/10/2016 12:00:00 AM,4
26Q031,26Q031,P.S. 031 Bayside,211-45 46 Road,"BAYSIDE, NY 11361",District School,30,12/31/1899 08:30:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,97,1,0.86,0.99,0.91,8,50,2016-17 School Year,6.8,4,6.1,4,3.1,2,2017-18 School Year,4.4,3,5.5,4,5,4,5.3,4,1.7,2,3.3,2,6.8,4,02/10/2016 12:00:00 AM,4
26Q046,26Q046,P.S. 046 Alley Pond,64-45 218 Street,"Queens, NY 11364",District School,18,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,94,,,,,3,33,2017-18 School Year,6.6,4,6.4,4,2.1,2,2016-17 School Year,3.8,3,4.8,3,5.8,4,4,3,2.3,3,3.9,3,1.7,1,,
26Q098,26Q098,P.S. 098 The Douglaston School,40-20 235 Street,"Queens, NY 11363",District School,17,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,84,1,1,0.99,0.95,6,100,N/A,,,,,,,2017-18 School Year,4.7,3,5.3,4,6.4,4,5.5,4,3,3,4.1,3,3.8,3,,
26Q115,26Q115,The James J. Ambrose School,80-51 261 Street,"GLEN OAKS, NY 11004",District School,54,12/31/1899 08:20:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93,1,0.98,0.94,0.99,15,56,2016-17 School Year,6.8,4,6.9,4,2.6,2,2015-16 School Year,3.8,3,4.5,3,5.4,4,4.2,3,1.3,1,3,2,5,4,04/01/2016 12:00:00 AM,4
26Q133,26Q133,P.S. 133 Queens,248-05 86 Avenue,"BELLEROSE, NY 11426",District School,48,12/31/1899 08:10:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,92,0.96,1,0.89,0.97,15,83,2016-17 School Year,6.8,4,6.8,4,2.3,2,2015-16 School Year,5.2,4,6.3,4,6.4,4,5.9,4,3.2,3,5.3,4,4,3,,
26Q162,26Q162,P.S. 162 John Golden,201-02 53 Avenue,"Oakland Gardens, NY 11364",District School,18,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,72,1,1,0.98,1,5,100,2017-18 School Year,6.9,4,6.6,4,5.3,4,2016-17 School Year,5.1,4,6.3,4,5.8,4,6.1,4,2.5,3,5.1,4,4.3,3,10/01/2017 12:00:00 AM,3
26Q173,26Q173,P.S. 173 Fresh Meadows,174-10 67 Avenue,"FRESH MEADOWS, NY 11365",District School,36,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace/Outdoor (offsite) playspace,,91,0.94,1,0.96,1,13,100,2015-16 School Year,6.6,4,6.7,4,2.3,2,2017-18 School Year,4.4,3,5.5,4,5.8,4,5.1,4,2,2,4.4,3,3.3,2,12/16/2015 12:00:00 AM,4
26Q178,26Q178,P.S./ IS 178 Holliswood,189-10 RADNOR ROAD,"HOLLIS, NY 11423",District School,33,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,83,1,1,0.97,0.98,7,37,2016-17 School Year,6.9,4,6.9,4,3.4,3,2015-16 School Year,4.6,3,5.8,4,5.6,4,5,4,2.7,3,4.8,3,3.3,2,,
26Q186,26Q186,P.S. 186 Castlewood,252-12 72 Avenue,"BELLEROSE, NY 11426",District School,30,12/31/1899 08:20:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,83,1,1,0.98,1,16,62,2015-16 School Year,6.9,4,6.9,4,2.8,2,2016-17 School Year,4.8,3,6,4,6,4,5,4,3.2,3,4.8,3,4,3,05/01/2018 12:00:00 AM,4
26Q188,26Q188,P.S. 188 Kingsbury,218-12 HARTLAND AVENUE,"OAKLAND GARDENS, NY 11364",District School,36,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,91,1,0.98,0.95,0.99,16,73,2017-18 School Year,6.5,4,6.3,4,3.3,3,2016-17 School Year,4.2,3,5.3,4,5.4,4,5.1,4,2.2,2,3.6,3,3.5,3,,
26Q191,26Q191,P.S. 191 Mayflower,85-15 258 Street,"FLORAL PARK, NY 11001",District School,36,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,97,1,1,0.98,0.99,12,100,2017-18 School Year,6.9,4,6.9,4,3.7,3,2016-17 School Year,4.7,3,6.3,4,5.2,4,5,4,3.5,3,4.8,3,3.3,2,,
26Q203,26Q203,P.S. 203 Oakland Gardens,53-11 SPRINGFIELD BOULEVARD,"OAKLAND GARDENS, NY 11364",District School,62,12/31/1899 08:20:00 AM,Full day,Contact Program,Yes,N/A,Indoor/Outdoor (onsite) playspace,,96,1,0.95,0.93,0.96,25,100,2017-18 School Year,7,4,6.9,4,4.3,3,2016-17 School Year,4,3,5.5,4,5.2,4,4.7,3,2.7,3,3.5,3,1.7,1,,
26Q205,26Q205,P.S. 205 Alexander Graham Bell,75-25 BELL BOULEVARD,"OAKLAND GARDENS, NY 11364",District School,33,12/31/1899 08:20:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,95,1,0.94,0.96,0.95,12,55,2016-17 School Year,6.9,4,6.9,4,5,4,2017-18 School Year,3.9,3,5,4,6.2,4,3.9,3,1.8,2,3.6,3,3.3,2,10/01/2017 12:00:00 AM,3
26Q213,26Q213,P.S. 213 The Carl Ullman School,231-02 67 Avenue,"OAKLAND GARDENS, NY 11364",District School,72,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91,0.96,0.99,0.96,0.97,30,63,2016-17 School Year,6.8,4,6.8,4,2.5,2,2017-18 School Year,4.2,3,5.3,4,5.8,4,4.2,3,2.7,3,3.4,3,5.3,4,,
26Q221,26Q221,P.S. 221 The North Hills School,57-40 MARATHON PARKWAY,"LITTLE NECK, NY 11362",District School,18,12/31/1899 08:20:00 AM,Full day,No,No,N/A,Indoor/Outdoor (onsite) playspace,,95,,,,,3,50,2017-18 School Year,6.8,4,6.4,4,3.7,3,2016-17 School Year,5.3,4,7,4,6.4,4,6,4,3.2,3,4.3,3,5.3,4,,
26Q266,26Q266,P.S./I.S. 266,74-10 COMMONWEALTH BOULEVARD,"BELLEROSE, NY 11426",District School,18,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,84,,,,,4,50,2017-18 School Year,6.6,4,6.5,4,4.3,3,2016-17 School Year,5.2,4,6.3,4,7,4,5.9,4,2.5,3,5.3,4,3.7,3,12/04/2015 12:00:00 AM,4
26Q376,26Q376,P.S. 376,210-07 48 Avenue,"Queens, NY 11364",District School,42,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,99,1,1,0.95,1,35,85,N/A,,,,,,,2017-18 School Year,4.3,3,5.5,4,3.8,3,5.7,4,2,2,4.8,3,2.7,1,,
27Q042,27Q042,P.S./M.S 042 R. Vernam,488 Beach 66 Street,"ARVERNE, NY 11692",District School,36,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,86,1,1,0.99,1,16,76,2017-18 School Year,6.5,4,6.4,4,1.7,1,2016-17 School Year,3.4,3,4.3,3,2,1,4,3,2,2,4.1,3,3,2,05/01/2018 12:00:00 AM,3
27Q043,27Q043,P.S. 043,160 Beach 29 Street,"FAR ROCKAWAY, NY 11691",District School,65,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,72,0.96,0.84,0.77,0.79,13,28,2016-17 School Year,6.5,4,6,4,2.3,2,2015-16 School Year,4.6,3,6.3,4,5.2,4,4.8,3,2.5,3,4.6,3,4.5,3,05/01/2017 12:00:00 AM,3
27Q045,27Q045,P.S. 045 Clarence Witherspoon,126-28 150 Street,"JAMAICA, NY 11436",District School,25,12/31/1899 08:10:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,74,0.94,0.97,0.91,0.95,8,62,2015-16 School Year,6.8,4,7,4,3.2,2,2017-18 School Year,4.4,3,6.3,4,5.2,4,4.6,3,3.5,3,4,3,3.3,2,11/01/2016 12:00:00 AM,2
27Q047,27Q047,P.S. 047 Chris Galas,9 POWER ROAD,"FAR ROCKAWAY, NY 11693",District School,15,12/31/1899 08:10:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,94,0.9,0.93,0.99,0.94,8,100,2017-18 School Year,7,4,7,4,3.9,3,2016-17 School Year,4.6,3,6.3,4,5.2,4,5.9,4,3.3,3,3.8,3,2.5,1,05/06/2016 12:00:00 AM,4
27Q051,27Q051,P.S. 051,87-45 117 STREET,"RICHMOND HILL, NY 11418",District School,36,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,94,0.97,0.93,0.95,0.94,29,100,2015-16 School Year,6.3,4,6.1,4,3.7,3,2017-18 School Year,4.3,3,5.3,4,5,4,4.9,3,2.2,2,3.8,3,5.7,4,04/01/2016 12:00:00 AM,3
27Q060,27Q060,P.S. 060 Woodhaven,91-02 88 Avenue,"WOODHAVEN, NY 11421",District School,72,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,91,0.94,0.99,0.94,0.93,18,42,2017-18 School Year,6.7,4,6.7,4,3.9,3,2015-16 School Year,4.9,3,5.3,4,5,4,5.6,4,2.3,3,5.3,4,6,4,,
27Q062,27Q062,P. S. 62 - Chester Park School,97-25 108 Street,"SOUTH RICHMOND HILL, NY 11419",District School,36,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,93,0.96,0.99,0.97,0.98,15,100,2015-16 School Year,7,4,6.7,4,4.1,3,2017-18 School Year,4.6,3,6,4,5.4,4,6,4,2,2,4.3,3,3.3,2,,
